分析報告開始,分析報告結束,廣告組合名稱,廣告組合投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（連結點閱率）,頻率,開始,結束時間
2023-06-09,2026-07-09,"25 - 55/第一波 台中(龍井/西屯/沙鹿)",not_delivering,15487,4985,15,28,,107.14285714,actions:onsite_conversion.messaging_conversation_started_7d,3000,3000,總經費,2291,1.78214,3.10672,2023-12-04,2024-01-02
2023-06-09,2026-07-09,"30-65 / 沙鹿 /年輕興趣(日韓",inactive,13396,5348,6,6,,557,actions:onsite_conversion.messaging_conversation_started_7d,3342,5000,總經費,610,1.022693,2.504862,2023-12-06,2023-12-20
2023-06-09,2026-07-09,"28-65 / 沙鹿區 / 服飾成衣時尚精品",not_delivering,7638,2980,2,,4,500,actions:leadgen.other,2000,2000,總經費,317,1.518722,2.563087,2023-12-13,2023-12-20
2023-06-09,2026-07-09,"35-65 / 東海沙鹿 / 科技業相關",not_delivering,4859,1945,,2,11,148.81818182,actions:leadgen.other,1637,1675,總經費,475,2.81951,2.498201,2023-12-14,2023-12-26
2023-06-09,2026-07-09,"30-65 / 沙鹿 /科技護理",not_delivering,6655,3149,1,1,,1600,actions:onsite_conversion.messaging_conversation_started_7d,1600,1600,總經費,284,0.81142,2.113369,2023-12-15,2023-12-20
2023-06-09,2026-07-09,"35-65 / 中科靜宜 / 沙鹿在地產業",inactive,1064,767,,,,,,290,3000,總經費,41,0.56391,1.387223,2023-12-19,2023-12-29
2023-06-09,2026-07-09,"30-65 / 沙鹿 / 戶外興趣園藝",inactive,4939,2017,,3,,607.33333333,actions:onsite_conversion.messaging_conversation_started_7d,1822,3000,總經費,243,0.546669,2.448686,2023-12-21,2023-12-31
2023-06-09,2026-07-09,"35-65 / 東海沙鹿 / 護理人員興趣",not_delivering,34741,8960,21,11,57,125.43859649,actions:leadgen.other,7150,7150,總經費,2947,2.400622,3.877344,2023-12-26,2024-01-23
2023-06-09,2026-07-09,"30-65 / 沙鹿梧棲 / 櫃哥櫃姐",inactive,1919,1187,,,,,,521,2000,總經費,69,1.406983,1.616681,2023-12-27,2024-01-05
2023-06-09,2026-07-09,"30-65 / 沙鹿梧棲 / 醫護、老人保健產業",inactive,6618,2958,,,4,398.25,actions:leadgen.other,1593,2000,總經費,233,1.344817,2.237323,2023-12-27,2024-01-05
2023-06-09,2026-07-09,"30-65 / 沙鹿 / 質感生活",inactive,4138,1915,,1,,1654,actions:onsite_conversion.messaging_conversation_started_7d,1654,3000,總經費,163,0.38666,2.160836,2023-12-29,2024-01-09
2023-06-09,2026-07-09,"30-65 / 沙鹿往市區 / 文青興趣+攝影",inactive,28065,9489,6,19,,426.84210526,actions:onsite_conversion.messaging_conversation_started_7d,8110,9500,總經費,1510,1.122394,2.957635,2024-01-03,2024-02-15
2023-06-09,2026-07-09,"30-65 / 沙鹿梧棲 / 方便優惠折扣",inactive,4285,2193,,,1,1240,actions:leadgen.other,1240,2500,總經費,136,1.166861,1.953944,2024-01-03,2024-01-15
2023-06-09,2026-07-09,"30-65 / 沙鹿+清泉崗 / 兩岸越南往來交流",inactive,6762,3022,,1,4,500,actions:leadgen.other,2000,2000,總經費,247,1.286602,2.237591,2024-01-09,2024-01-20
2023-06-09,2026-07-09,"30-65 / 沙鹿往市區 /日系旅遊",inactive,1706,1056,,,,,,518,2000,總經費,79,0.586166,1.61553,2024-01-17,2024-01-26
2023-06-09,2026-07-09,"30-65 / 沙鹿往市區 /日系質感",inactive,3091,1503,,,,,,890,1500,總經費,128,0.355872,2.056554,2024-01-19,2024-01-26
2023-06-09,2026-07-09,"30-65 / 沙鹿東海大甲 / 家庭教育首購",inactive,7015,2831,10,11,,167.54545455,actions:onsite_conversion.messaging_conversation_started_7d,1843,2500,總經費,648,1.368496,2.477923,2024-01-23,2024-02-03
2023-06-09,2026-07-09,"30-65 / 沙鹿東海大甲 / 餐飲相關",inactive,9687,4075,,16,,114.375,actions:onsite_conversion.messaging_conversation_started_7d,1830,2500,總經費,925,1.672344,2.377178,2024-01-24,2024-02-03
2023-06-09,2026-07-09,"35-65 / 東海沙鹿 / 護理人員興趣",not_delivering,1990,1079,1,1,5,216,actions:leadgen.other,1080,3500,總經費,144,1.457286,1.8443,2024-01-31,2024-02-14
2023-06-09,2026-07-09,"33-60/沙鹿、東海、中科 / 親子教育行為",not_delivering,2339,895,,,2,467.5,actions:leadgen.other,935,3500,總經費,99,1.02608,2.613408,2024-01-31,2024-02-14
2023-06-09,2026-07-09,"30-65 / 沙鹿往市區 / 愛貓+高階主管",not_delivering,10379,5492,2,4,,836.25,actions:onsite_conversion.messaging_conversation_started_7d,3345,3345,總經費,359,0.308315,1.88984,2024-02-06,2024-02-20
2023-06-09,2026-07-09,"30-65 / 沙鹿往市區 / 教授教育",inactive,9471,3898,5,4,,651,actions:onsite_conversion.messaging_conversation_started_7d,2604,5000,總經費,332,0.749657,2.429708,2024-02-21,2024-03-20
2023-06-09,2026-07-09,"30-65 / 沙鹿往市區 / 日本日式",inactive,3281,1850,1,1,,984,actions:onsite_conversion.messaging_conversation_started_7d,984,4500,總經費,108,0.914355,1.773514,2024-02-22,2024-03-20
2023-06-09,2026-07-09,"28-65 / 沙鹿車站、三井/ 新婚成家",inactive,5997,2339,3,1,5,430.6,actions:leadgen.other,2153,4829,總經費,284,1.2006,2.563916,2024-02-26,2024-03-14
2023-06-09,2026-07-09,"30-65 / 沙鹿梧棲 / 醫護、老人保健產業",inactive,1236,762,,,,,,642,1000,總經費,41,1.05178,1.622047,2024-03-01,2024-03-04
2023-06-09,2026-07-09,"30-65 / 沙鹿梧棲精科/ 工程機械製造",inactive,785,564,,1,,,,371,1000,總經費,28,1.146497,1.391844,2024-03-03,2024-03-08
2023-06-09,2026-07-09,25-58/沙鹿+中科/成家輪廓,inactive,4051,2259,1,,3,454,actions:leadgen.other,1362,3000,總經費,142,0.715873,1.793271,2024-03-05,2024-03-14
2023-06-09,2026-07-09,"30-65 / 沙鹿往市區 / 日本旅遊相關",not_delivering,5485,2327,7,10,,199.9,actions:onsite_conversion.messaging_conversation_started_7d,1999,2000,總經費,237,1.020966,2.357112,2024-03-05,2024-03-20
2023-06-09,2026-07-09,"30-65 / 沙鹿在地 / 行政人員+美食",inactive,6074,2106,2,6,,291.83333333,actions:onsite_conversion.messaging_conversation_started_7d,1751,2000,總經費,252,1.070135,2.884141,2024-03-05,2024-03-20
2023-06-09,2026-07-09,"30-65 / 沙鹿 / 保全消防業務類",not_delivering,7099,2747,,,11,181.81818182,actions:leadgen.other,2000,2000,總經費,268,1.352303,2.584274,2024-03-05,2024-03-20
2023-06-09,2026-07-09,"30-65 / 沙鹿在地 / 醫療+運動",not_delivering,1527,787,,,3,126.66666667,actions:leadgen.other,380,1500,總經費,117,2.48854,1.94028,2024-03-18,2024-03-28
2023-06-09,2026-07-09,"33-60/沙鹿、東海、中科 / 親子教育行為",inactive,2565,1399,,,2,765,actions:leadgen.other,1530,2600,總經費,87,1.403509,1.833452,2024-03-19,2024-03-31
2023-06-09,2026-07-09,"30-65 / 沙鹿在地 / 醫療+運動",inactive,10418,3093,1,3,9,303.33333333,actions:leadgen.other,2730,5100,總經費,312,1.075062,3.368251,2024-03-21,2024-04-20
2023-06-09,2026-07-09,"30-65 / 沙鹿往市區 / 日本旅遊相關",inactive,10453,2882,3,10,,399.9,actions:onsite_conversion.messaging_conversation_started_7d,3999,4000,總經費,508,0.79403,3.626995,2024-03-21,2024-04-08
2023-06-09,2026-07-09,"30-65 / 沙鹿 / 保全消防業務類(0412調",not_delivering,25334,8106,3,,17,352.94117647,actions:leadgen.other,6000,6000,總經費,910,1.29865,3.125339,2024-03-21,2024-04-18
2023-06-09,2026-07-09,25-65/純沙鹿/成家興趣+零售,inactive,1331,888,,1,,,,329,2500,總經費,55,0.601052,1.498874,2024-03-24,2024-04-04
2023-06-09,2026-07-09,"30-55 /沙鹿梧棲在地 / 製造業、老闆",inactive,1384,876,,,1,464,actions:leadgen.other,464,2000,總經費,31,0.578035,1.579909,2024-03-25,2024-04-03
2023-06-09,2026-07-09,"30-55 /沙鹿梧棲在地 / 鋼筋水泥工業",inactive,3588,1586,,,3,480.33333333,actions:leadgen.other,1441,1500,總經費,102,0.863991,2.262295,2024-03-27,2024-04-03
2023-06-09,2026-07-09,"30-65 / 沙鹿在地 / 傳統行業五金老闆(lili0407調整往市區",inactive,2465,1606,,,1,1020,actions:leadgen.other,1020,3300,總經費,85,1.419878,1.534869,2024-04-03,2024-04-20
2023-06-09,2026-07-09,"30-55 /沙鹿梧棲在地 / 成家輪廓",inactive,4940,2243,,,2,833,actions:leadgen.other,1666,2500,總經費,120,0.607287,2.202407,2024-04-03,2024-04-14
2023-06-09,2026-07-09,"30-55 /沙鹿梧棲在地 / 公務員興趣",not_delivering,8281,3186,3,6,,333.33333333,actions:onsite_conversion.messaging_conversation_started_7d,2000,2000,總經費,297,0.519261,2.599184,2024-04-03,2024-04-14
2023-06-09,2026-07-09,"30-55 /沙鹿梧棲在地 //年輕人興趣",inactive,5342,2171,,4,,335.25,actions:onsite_conversion.messaging_conversation_started_7d,1341,2000,總經費,191,0.730064,2.460617,2024-04-03,2024-04-14
2023-06-09,2026-07-09,"35-65 / 東海沙鹿 / 護理人員興趣",inactive,7069,2971,,1,4,368.25,actions:leadgen.other,1473,1500,總經費,258,1.032678,2.379334,2024-04-03,2024-04-12
2023-06-09,2026-07-09,"30-65 / 沙鹿往市區 / 運輸業傳統",inactive,1723,846,,,,,,613,3000,總經費,82,0.464306,2.036643,2024-04-09,2024-04-18
2023-06-09,2026-07-09,"30-65 / 沙鹿在地 / 新婚媽媽家管",inactive,1400,947,,1,,,,602,1500,總經費,57,1.357143,1.478353,2024-04-09,2024-04-17
2023-06-09,2026-07-09,"30-65 / 沙鹿在地 / 房產、室內裝潢、家具",inactive,1372,1006,,,1,572,actions:leadgen.other,572,1500,總經費,55,0.947522,1.363817,2024-04-09,2024-04-17
2023-06-09,2026-07-09,"33-65/ 中科沙鹿 / 海線職業輪廓",inactive,2053,1141,1,,2,695.5,actions:leadgen.other,1391,3500,總經費,90,1.120312,1.799299,2024-04-10,2024-04-30
2023-06-09,2026-07-09,"30-55 /沙鹿梧棲在地 / 成家輪廓",not_delivering,2749,1211,,4,,166.75,actions:onsite_conversion.messaging_conversation_started_7d,667,667,總經費,140,0.945798,2.270025,2024-04-10,2024-04-14
2023-06-09,2026-07-09,"30-55 /沙鹿梧棲在地 //年輕人興趣",not_delivering,2480,1155,1,,3,280.66666667,actions:leadgen.other,842,842,總經費,85,1.491935,2.147186,2024-04-10,2024-04-14
2023-06-09,2026-07-09,"30-65 / 沙鹿在地 / 質感貴婦族群",inactive,2060,1318,,,1,833,actions:leadgen.other,833,1500,總經費,104,1.456311,1.562974,2024-04-12,2024-04-17
2023-06-09,2026-07-09,"28-65 / 台中市區+沙鹿 / 投資置產",inactive,1498,1150,,,,,,334,1000,總經費,82,0.934579,1.302609,2024-04-12,2024-04-22
2023-06-09,2026-07-09,"35-65 / 東海沙鹿 / 沙鹿在地客",inactive,3099,1501,,1,4,234,actions:leadgen.other,936,1500,總經費,162,1.516618,2.064624,2024-04-12,2024-04-22
2023-06-09,2026-07-09,東海+沙鹿//教授+護理興趣,inactive,1098,869,,,,,,543,1200,總經費,27,0.364299,1.263521,2024-04-15,2024-04-17
